Nombre,Categoria,Unidad (KG/L/UD),Precio,Merma (%),Alergenos (Separados por coma)
Ternera Brazuelo 30 Días,Carnes/Ternera,KG,40.13,16,
Ternera Brazuelo Marinado,Carnes/Ternera,KG,26.1,25,
Ternera Brazuelo Adobado,Carnes/Ternera,KG,34.48,8,
Ternera Brazuelo En Dados,Carnes/Ternera,KG,15.72,6,
Ternera Brazuelo En Dados 21 Días,Carnes/Ternera,KG,22.41,6,
Ternera Brazuelo En Dados 30 Días,Carnes/Ternera,KG,23.8,10,
Ternera Brazuelo En Dados Adobado,Carnes/Ternera,KG,17.63,6,
Ternera Brazuelo En Dados Marinado,Carnes/Ternera,KG,16.67,7,
Ternera Brazuelo Picado,Carnes/Ternera,KG,28.61,3,
Ternera Brazuelo Picado 21 Días,Carnes/Ternera,KG,36.4,4,
Ternera Brazuelo Picado 30 Días,Carnes/Ternera,KG,26.88,3,
Ternera Brazuelo Hamburguesa 120 G (Pack 2 Ud),Carnes/Ternera,UD,19.36,2,
Ternera Brazuelo Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Ternera,UD,16.08,2,
Ternera Brazuelo Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Ternera,UD,24.12,2,
Ternera Brazuelo Hamburguesa 180 G (Pack 2 Ud),Carnes/Ternera,UD,16.61,0,
Ternera Brazuelo Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Ternera,UD,14.57,1,
Ternera Brazuelo Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Ternera,UD,33.14,1,
Ternera Brazuelo Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Ternera,UD,16.88,2,
Ternera Brazuelo Brocheta (Pack 4 Ud),Carnes/Ternera,UD,17.29,2,
Ternera Brazuelo Brocheta (Pack 4 Ud) 21 Días,Carnes/Ternera,UD,25.43,2,
Ternera Brazuelo Brocheta (Pack 4 Ud) Marinado,Carnes/Ternera,UD,18.17,2,
Ternera Carrillera,Carnes/Ternera,KG,22.67,43,
Ternera Carrillera 21 Días,Carnes/Ternera,KG,29.45,54,
Ternera Carrillera 30 Días,Carnes/Ternera,KG,29.3,51,
Ternera Carrillera Adobado,Carnes/Ternera,KG,12.24,14,
Ternera Carrillera Marinado,Carnes/Ternera,KG,28.95,21,
Ternera Carrillera En Dados,Carnes/Ternera,KG,26.01,9,
Ternera Carrillera En Dados 21 Días,Carnes/Ternera,KG,22.95,11,
Ternera Carrillera En Dados 30 Días,Carnes/Ternera,KG,22.36,7,
Ternera Carrillera En Dados Adobado,Carnes/Ternera,KG,19.28,9,
Ternera Carrillera Picado,Carnes/Ternera,KG,24.61,6,
Ternera Carrillera Picado 21 Días,Carnes/Ternera,KG,19.48,3,
Ternera Carrillera Picado 30 Días,Carnes/Ternera,KG,44.75,6,
Ternera Carrillera Picado Adobado,Carnes/Ternera,KG,31.53,3,
Ternera Carrillera Hamburguesa 120 G (Pack 2 Ud),Carnes/Ternera,UD,23.41,0,
Ternera Carrillera Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Ternera,UD,21.53,0,
Ternera Carrillera Hamburguesa 120 G (Pack 2 Ud) 30 Días,Carnes/Ternera,UD,23.3,2,
Ternera Carrillera Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Ternera,UD,21.69,0,
Ternera Carrillera Hamburguesa 180 G (Pack 2 Ud),Carnes/Ternera,UD,12.03,1,
Ternera Carrillera Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Ternera,UD,28.12,1,
Ternera Carrillera Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Ternera,UD,29.13,2,
Ternera Carrillera Hamburguesa 180 G (Pack 2 Ud) Adobado,Carnes/Ternera,UD,26.63,2,
Ternera Carrillera Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Ternera,UD,16.08,0,
Ternera Carrillera Brocheta (Pack 4 Ud),Carnes/Ternera,UD,20.83,2,
Ternera Carrillera Brocheta (Pack 4 Ud) 21 Días,Carnes/Ternera,UD,14.55,2,
Ternera Carrillera Brocheta (Pack 4 Ud) 30 Días,Carnes/Ternera,UD,27.9,2,
Ternera Lengua,Carnes/Ternera,KG,25.92,48,
Ternera Lengua 21 Días,Carnes/Ternera,KG,33.4,40,
Ternera Lengua 30 Días,Carnes/Ternera,KG,21.12,33,
Ternera Lengua Adobado,Carnes/Ternera,KG,21.95,38,
Ternera Lengua Marinado,Carnes/Ternera,KG,20.78,31,
Ternera Lengua En Dados,Carnes/Ternera,KG,18.24,12,
Ternera Lengua En Dados 21 Días,Carnes/Ternera,KG,36.78,10,
Ternera Lengua En Dados 30 Días,Carnes/Ternera,KG,19.41,9,
Ternera Lengua Picado,Carnes/Ternera,KG,26.76,6,
Ternera Lengua Picado 21 Días,Carnes/Ternera,KG,32.17,6,
Ternera Lengua Picado 30 Días,Carnes/Ternera,KG,26.3,6,
Ternera Hígado,Carnes/Ternera,KG,19.74,52,
Ternera Hígado 21 Días,Carnes/Ternera,KG,16.45,43,
Ternera Hígado 30 Días,Carnes/Ternera,KG,20.1,37,
Ternera Hígado Marinado,Carnes/Ternera,KG,18.84,50,
Ternera Hígado Adobado,Carnes/Ternera,KG,20.87,27,
Ternera Hígado En Dados,Carnes/Ternera,KG,25.43,8,
Ternera Hígado En Dados 21 Días,Carnes/Ternera,KG,37.36,5,
Ternera Hígado En Dados Adobado,Carnes/Ternera,KG,14.51,5,
Ternera Hígado Picado,Carnes/Ternera,KG,18.83,5,
Ternera Hígado Picado 21 Días,Carnes/Ternera,KG,29.26,6,
Ternera Hígado Picado 30 Días,Carnes/Ternera,KG,25.23,6,
Ternera Hígado Picado Adobado,Carnes/Ternera,KG,26.09,5,
Ternera Riñones,Carnes/Ternera,KG,21.66,32,
Ternera Riñones 21 Días,Carnes/Ternera,KG,19.6,40,
Ternera Riñones 30 Días,Carnes/Ternera,KG,40.32,32,
Ternera Riñones Marinado,Carnes/Ternera,KG,24.92,49,
Ternera Riñones Adobado,Carnes/Ternera,KG,15.24,22,
Ternera Riñones En Dados,Carnes/Ternera,KG,22.64,6,
Ternera Riñones En Dados 21 Días,Carnes/Ternera,KG,29.74,5,
Ternera Riñones En Dados 30 Días,Carnes/Ternera,KG,28.15,11,
Ternera Riñones Picado,Carnes/Ternera,KG,29.72,2,
Ternera Riñones Picado 21 Días,Carnes/Ternera,KG,19.89,3,
Ternera Riñones Picado Adobado,Carnes/Ternera,KG,21.99,3,
Ternera Corazón,Carnes/Ternera,KG,14.81,37,
Ternera Corazón 21 Días,Carnes/Ternera,KG,26.69,43,
Ternera Corazón 30 Días,Carnes/Ternera,KG,38.66,44,
Ternera Corazón Adobado,Carnes/Ternera,KG,12.93,40,
Ternera Corazón Marinado,Carnes/Ternera,KG,21.66,44,
Ternera Corazón En Dados,Carnes/Ternera,KG,27.36,6,
Ternera Corazón En Dados 21 Días,Carnes/Ternera,KG,34.38,10,
Ternera Corazón En Dados 30 Días,Carnes/Ternera,KG,20.7,12,
Ternera Corazón En Dados Marinado,Carnes/Ternera,KG,29.55,6,
Ternera Corazón Picado,Carnes/Ternera,KG,25.14,6,
Ternera Corazón Picado 21 Días,Carnes/Ternera,KG,16.08,6,
Ternera Corazón Picado Adobado,Carnes/Ternera,KG,30.84,4,
Ternera Callos,Carnes/Ternera,KG,18.25,41,
Ternera Callos 21 Días,Carnes/Ternera,KG,24.92,45,
Ternera Callos 30 Días,Carnes/Ternera,KG,40.35,54,
Ternera Callos Marinado,Carnes/Ternera,KG,29.94,43,
Ternera Callos Adobado,Carnes/Ternera,KG,28.34,16,
Ternera Callos En Dados,Carnes/Ternera,KG,23.16,9,
Ternera Callos En Dados 21 Días,Carnes/Ternera,KG,36.58,5,
Ternera Callos En Dados Adobado,Carnes/Ternera,KG,31.74,11,
Ternera Callos Picado,Carnes/Ternera,KG,16.1,5,
Ternera Callos Picado 21 Días,Carnes/Ternera,KG,23.04,6,
Ternera Callos Picado 30 Días,Carnes/Ternera,KG,42.67,2,
Ternera Callos Picado Adobado,Carnes/Ternera,KG,16.19,6,
Ternera Callos Picado Marinado,Carnes/Ternera,KG,20.9,2,
Buey Solomillo,Carnes/Buey,KG,42.44,35,
Buey Solomillo 21 Días,Carnes/Buey,KG,36.13,33,
Buey Solomillo 30 Días,Carnes/Buey,KG,59.24,50,
Buey Solomillo Adobado,Carnes/Buey,KG,28.27,33,
Buey Solomillo Marinado,Carnes/Buey,KG,38.27,14,
Buey Solomillo En Dados,Carnes/Buey,KG,23.04,6,
Buey Solomillo En Dados 21 Días,Carnes/Buey,KG,36.38,8,
Buey Solomillo En Dados Marinado,Carnes/Buey,KG,29.18,7,
Buey Solomillo Picado,Carnes/Buey,KG,30.72,3,
Buey Solomillo Picado 21 Días,Carnes/Buey,KG,57.36,2,
Buey Solomillo Picado 30 Días,Carnes/Buey,KG,70.88,5,
Buey Solomillo Picado Adobado,Carnes/Buey,KG,40.26,5,
Buey Solomillo Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,22.34,0,
Buey Solomillo Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,28.49,1,
Buey Solomillo Hamburguesa 120 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,33.36,1,
Buey Solomillo Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,26.52,2,
Buey Solomillo Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,23.72,1,
Buey Solomillo Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,41.29,1,
Buey Solomillo Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,28.2,1,
Buey Solomillo Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,28.77,1,
Buey Solomillo Brocheta (Pack 4 Ud),Carnes/Buey,UD,29.49,0,
Buey Solomillo Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,46.05,1,
Buey Solomillo Brocheta (Pack 4 Ud) 30 Días,Carnes/Buey,UD,51.97,2,
Buey Solomillo Brocheta (Pack 4 Ud) Adobado,Carnes/Buey,UD,39.58,0,
Buey Solomillo Brocheta (Pack 4 Ud) Marinado,Carnes/Buey,UD,32.33,1,
Buey Entrecot,Carnes/Buey,KG,40.3,38,
Buey Entrecot 21 Días,Carnes/Buey,KG,30.49,30,
Buey Entrecot 30 Días,Carnes/Buey,KG,59.15,16,
Buey Entrecot Marinado,Carnes/Buey,KG,47.45,19,
Buey Entrecot Adobado,Carnes/Buey,KG,48.31,32,
Buey Entrecot En Dados,Carnes/Buey,KG,31.32,5,
Buey Entrecot En Dados 21 Días,Carnes/Buey,KG,43.72,12,
Buey Entrecot En Dados 30 Días,Carnes/Buey,KG,52.55,6,
Buey Entrecot En Dados Adobado,Carnes/Buey,KG,40.69,10,
Buey Entrecot En Dados Marinado,Carnes/Buey,KG,55.16,12,
Buey Entrecot Picado,Carnes/Buey,KG,31.97,2,
Buey Entrecot Picado 21 Días,Carnes/Buey,KG,58.67,2,
Buey Entrecot Picado 30 Días,Carnes/Buey,KG,51.26,5,
Buey Entrecot Picado Adobado,Carnes/Buey,KG,54.54,2,
Buey Entrecot Picado Marinado,Carnes/Buey,KG,27.43,6,
Buey Entrecot Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,22.43,1,
Buey Entrecot Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,39.74,2,
Buey Entrecot Hamburguesa 120 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,40.99,0,
Buey Entrecot Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,33.18,0,
Buey Entrecot Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,25.93,0,
Buey Entrecot Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,40.55,1,
Buey Entrecot Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,26.16,2,
Buey Entrecot Hamburguesa 180 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,27.39,2,
Buey Entrecot Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,27.08,0,
Buey Entrecot Brocheta (Pack 4 Ud),Carnes/Buey,UD,24.63,0,
Buey Entrecot Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,53.3,1,
Buey Entrecot Brocheta (Pack 4 Ud) 30 Días,Carnes/Buey,UD,61.99,1,
Buey Entrecot Brocheta (Pack 4 Ud) Adobado,Carnes/Buey,UD,47.18,1,
Buey Entrecot Brocheta (Pack 4 Ud) Marinado,Carnes/Buey,UD,42.37,1,
Buey Chuletón,Carnes/Buey,KG,27.23,33,
Buey Chuletón 21 Días,Carnes/Buey,KG,38.41,43,
Buey Chuletón 30 Días,Carnes/Buey,KG,38.28,32,
Buey Chuletón Marinado,Carnes/Buey,KG,24.62,30,
Buey Chuletón Adobado,Carnes/Buey,KG,49.26,11,
Buey Chuletón En Dados,Carnes/Buey,KG,32.58,9,
Buey Chuletón En Dados 21 Días,Carnes/Buey,KG,37.07,11,
Buey Chuletón En Dados Marinado,Carnes/Buey,KG,30.41,5,
Buey Chuletón Picado,Carnes/Buey,KG,37.72,6,
Buey Chuletón Picado 21 Días,Carnes/Buey,KG,52.16,3,
Buey Chuletón Picado 30 Días,Carnes/Buey,KG,70.03,6,
Buey Chuletón Picado Adobado,Carnes/Buey,KG,44.9,5,
Buey Chuletón Picado Marinado,Carnes/Buey,KG,33.65,3,
Buey Chuletón Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,33.75,2,
Buey Chuletón Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,38.16,2,
Buey Chuletón Hamburguesa 120 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,59.26,1,
Buey Chuletón Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,26.88,2,
Buey Chuletón Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,32.2,1,
Buey Chuletón Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,34.07,1,
Buey Chuletón Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,52.81,1,
Buey Chuletón Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,60.62,0,
Buey Chuletón Hamburguesa 180 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,47.19,2,
Buey Chuletón Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,29.33,0,
Buey Chuletón Brocheta (Pack 4 Ud),Carnes/Buey,UD,25.48,1,
Buey Chuletón Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,35.13,2,
Buey Chuletón Brocheta (Pack 4 Ud) 30 Días,Carnes/Buey,UD,57.18,1,
Buey Lomo Alto,Carnes/Buey,KG,30.86,42,
Buey Lomo Alto 21 Días,Carnes/Buey,KG,30.25,40,
Buey Lomo Alto 30 Días,Carnes/Buey,KG,54.36,52,
Buey Lomo Alto Adobado,Carnes/Buey,KG,39.43,54,
Buey Lomo Alto Marinado,Carnes/Buey,KG,43.58,38,
Buey Lomo Alto En Dados,Carnes/Buey,KG,42.97,8,
Buey Lomo Alto En Dados 21 Días,Carnes/Buey,KG,43.78,5,
Buey Lomo Alto En Dados 30 Días,Carnes/Buey,KG,47.18,7,
Buey Lomo Alto En Dados Adobado,Carnes/Buey,KG,49.22,7,
Buey Lomo Alto Picado,Carnes/Buey,KG,30.87,2,
Buey Lomo Alto Picado 21 Días,Carnes/Buey,KG,59.36,5,
Buey Lomo Alto Picado Adobado,Carnes/Buey,KG,37.08,3,
Buey Lomo Alto Picado Marinado,Carnes/Buey,KG,28.68,3,
Buey Lomo Alto Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,44.48,0,
Buey Lomo Alto Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,47.05,2,
Buey Lomo Alto Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,30.89,0,
Buey Lomo Alto Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,42.59,0,
Buey Lomo Alto Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,24.11,2,
Buey Lomo Alto Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,30.15,1,
Buey Lomo Alto Hamburguesa 180 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,25.81,1,
Buey Lomo Alto Brocheta (Pack 4 Ud),Carnes/Buey,UD,35.77,2,
Buey Lomo Alto Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,48.62,1,
Buey Lomo Alto Brocheta (Pack 4 Ud) 30 Días,Carnes/Buey,UD,31.9,2,
Buey Lomo Alto Brocheta (Pack 4 Ud) Marinado,Carnes/Buey,UD,41.32,1,
Buey Lomo Bajo,Carnes/Buey,KG,37.97,42,
Buey Lomo Bajo 21 Días,Carnes/Buey,KG,36.3,49,
Buey Lomo Bajo Adobado,Carnes/Buey,KG,46.45,51,
Buey Lomo Bajo Marinado,Carnes/Buey,KG,28.07,40,
Buey Lomo Bajo 30 Días,Carnes/Buey,KG,43.55,13,
Buey Lomo Bajo En Dados,Carnes/Buey,KG,25.98,6,
Buey Lomo Bajo En Dados 21 Días,Carnes/Buey,KG,53.04,6,
Buey Lomo Bajo En Dados 30 Días,Carnes/Buey,KG,58.25,9,
Buey Lomo Bajo Picado,Carnes/Buey,KG,27.33,2,
Buey Lomo Bajo Picado 21 Días,Carnes/Buey,KG,55.8,5,
Buey Lomo Bajo Picado Adobado,Carnes/Buey,KG,56.23,6,
Buey Lomo Bajo Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,41.9,0,
Buey Lomo Bajo Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,28.33,1,
Buey Lomo Bajo Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,47.7,2,
Buey Lomo Bajo Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,33.84,1,
Buey Lomo Bajo Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,33.58,0,
Buey Lomo Bajo Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,54.21,0,
Buey Lomo Bajo Hamburguesa 180 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,24.64,2,
Buey Lomo Bajo Brocheta (Pack 4 Ud),Carnes/Buey,UD,22.49,2,
Buey Lomo Bajo Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,33.72,0,
Buey Lomo Bajo Brocheta (Pack 4 Ud) 30 Días,Carnes/Buey,UD,61.04,2,
Buey Lomo Bajo Brocheta (Pack 4 Ud) Marinado,Carnes/Buey,UD,43.52,0,
Buey Aguja,Carnes/Buey,KG,34.57,33,
Buey Aguja 21 Días,Carnes/Buey,KG,53.89,30,
Buey Aguja 30 Días,Carnes/Buey,KG,53.25,44,
Buey Aguja Adobado,Carnes/Buey,KG,37.28,46,
Buey Aguja Marinado,Carnes/Buey,KG,48.67,16,
Buey Aguja En Dados,Carnes/Buey,KG,29.26,10,
Buey Aguja En Dados 21 Días,Carnes/Buey,KG,59.6,11,
Buey Aguja En Dados 30 Días,Carnes/Buey,KG,48.26,6,
Buey Aguja En Dados Adobado,Carnes/Buey,KG,35.54,10,
Buey Aguja Picado,Carnes/Buey,KG,44.78,3,
Buey Aguja Picado 21 Días,Carnes/Buey,KG,27.07,2,
Buey Aguja Picado 30 Días,Carnes/Buey,KG,51.46,4,
Buey Aguja Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,34.59,1,
Buey Aguja Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,39.62,1,
Buey Aguja Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,38.62,1,
Buey Aguja Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,28.07,2,
Buey Aguja Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,20.77,0,
Buey Aguja Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,45.02,2,
Buey Aguja Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,41.61,1,
Buey Aguja Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,32.01,1,
Buey Aguja Brocheta (Pack 4 Ud),Carnes/Buey,UD,27.41,2,
Buey Aguja Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,37.45,0,
Buey Aguja Brocheta (Pack 4 Ud) 30 Días,Carnes/Buey,UD,34.66,1,
Buey Aguja Brocheta (Pack 4 Ud) Adobado,Carnes/Buey,UD,31.94,2,
Buey Aguja Brocheta (Pack 4 Ud) Marinado,Carnes/Buey,UD,32.53,1,
Buey Morcillo,Carnes/Buey,KG,31.91,30,
Buey Morcillo 21 Días,Carnes/Buey,KG,49.77,39,
Buey Morcillo 30 Días,Carnes/Buey,KG,33.03,38,
Buey Morcillo Adobado,Carnes/Buey,KG,36.0,42,
Buey Morcillo Marinado,Carnes/Buey,KG,25.85,30,
Buey Morcillo En Dados,Carnes/Buey,KG,23.92,9,
Buey Morcillo En Dados 21 Días,Carnes/Buey,KG,42.27,9,
Buey Morcillo En Dados Adobado,Carnes/Buey,KG,47.02,6,
Buey Morcillo Picado,Carnes/Buey,KG,42.18,4,
Buey Morcillo Picado 21 Días,Carnes/Buey,KG,58.31,5,
Buey Morcillo Picado 30 Días,Carnes/Buey,KG,55.68,6,
Buey Morcillo Picado Marinado,Carnes/Buey,KG,34.04,5,
Buey Morcillo Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,37.51,2,
Buey Morcillo Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,40.7,1,
Buey Morcillo Hamburguesa 120 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,48.0,1,
Buey Morcillo Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,22.47,2,
Buey Morcillo Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,24.81,1,
Buey Morcillo Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,42.75,1,
Buey Morcillo Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,33.04,0,
Buey Morcillo Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,57.52,0,
Buey Morcillo Hamburguesa 180 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,47.57,0,
Buey Morcillo Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,37.28,1,
Buey Morcillo Brocheta (Pack 4 Ud),Carnes/Buey,UD,27.2,1,
Buey Morcillo Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,29.26,0,
Buey Morcillo Brocheta (Pack 4 Ud) 30 Días,Carnes/Buey,UD,49.14,2,
Buey Morcillo Brocheta (Pack 4 Ud) Marinado,Carnes/Buey,UD,42.79,0,
Buey Jarrete,Carnes/Buey,KG,44.53,45,
Buey Jarrete 21 Días,Carnes/Buey,KG,44.21,30,
Buey Jarrete 30 Días,Carnes/Buey,KG,50.21,47,
Buey Jarrete Adobado,Carnes/Buey,KG,24.68,34,
Buey Jarrete Marinado,Carnes/Buey,KG,23.34,45,
Buey Jarrete En Dados,Carnes/Buey,KG,35.77,10,
Buey Jarrete En Dados 21 Días,Carnes/Buey,KG,31.86,10,
Buey Jarrete En Dados 30 Días,Carnes/Buey,KG,48.73,8,
Buey Jarrete En Dados Adobado,Carnes/Buey,KG,43.37,9,
Buey Jarrete En Dados Marinado,Carnes/Buey,KG,36.18,7,
Buey Jarrete Picado,Carnes/Buey,KG,37.72,2,
Buey Jarrete Picado 21 Días,Carnes/Buey,KG,47.79,5,
Buey Jarrete Picado 30 Días,Carnes/Buey,KG,65.96,6,
Buey Jarrete Picado Adobado,Carnes/Buey,KG,39.37,4,
Buey Jarrete Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,28.08,0,
Buey Jarrete Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,29.53,2,
Buey Jarrete Hamburguesa 120 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,35.31,1,
Buey Jarrete Hamburguesa 120 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,43.09,0,
Buey Jarrete Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,41.51,1,
Buey Jarrete Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,22.77,1,
Buey Jarrete Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,42.01,1,
Buey Jarrete Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,40.43,1,
Buey Jarrete Hamburguesa 180 G (Pack 2 Ud) Adobado,Carnes/Buey,UD,47.52,2,
Buey Jarrete Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,37.49,1,
Buey Jarrete Brocheta (Pack 4 Ud),Carnes/Buey,UD,20.37,1,
Buey Jarrete Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,25.84,1,
Buey Jarrete Brocheta (Pack 4 Ud) Adobado,Carnes/Buey,UD,25.97,2,
Buey Falda,Carnes/Buey,KG,34.99,51,
Buey Falda 21 Días,Carnes/Buey,KG,49.45,37,
Buey Falda 30 Días,Carnes/Buey,KG,62.41,47,
Buey Falda Adobado,Carnes/Buey,KG,28.22,42,
Buey Falda Marinado,Carnes/Buey,KG,38.64,34,
Buey Falda En Dados,Carnes/Buey,KG,23.22,10,
Buey Falda En Dados 21 Días,Carnes/Buey,KG,49.66,6,
Buey Falda En Dados 30 Días,Carnes/Buey,KG,57.72,8,
Buey Falda En Dados Adobado,Carnes/Buey,KG,40.29,8,
Buey Falda En Dados Marinado,Carnes/Buey,KG,25.06,5,
Buey Falda Picado,Carnes/Buey,KG,28.28,2,
Buey Falda Picado 21 Días,Carnes/Buey,KG,30.36,5,
Buey Falda Picado 30 Días,Carnes/Buey,KG,47.06,4,
Buey Falda Picado Marinado,Carnes/Buey,KG,27.0,5,
Buey Falda Hamburguesa 120 G (Pack 2 Ud),Carnes/Buey,UD,29.21,2,
Buey Falda Hamburguesa 120 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,37.48,2,
Buey Falda Hamburguesa 120 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,29.86,0,
Buey Falda Hamburguesa 180 G (Pack 2 Ud),Carnes/Buey,UD,38.17,1,
Buey Falda Hamburguesa 180 G (Pack 2 Ud) 21 Días,Carnes/Buey,UD,26.49,0,
Buey Falda Hamburguesa 180 G (Pack 2 Ud) 30 Días,Carnes/Buey,UD,45.99,2,
Buey Falda Hamburguesa 180 G (Pack 2 Ud) Marinado,Carnes/Buey,UD,29.83,0,
Buey Falda Brocheta (Pack 4 Ud),Carnes/Buey,UD,27.24,1,
Buey Falda Brocheta (Pack 4 Ud) 21 Días,Carnes/Buey,UD,37.32,0,
Buey Falda Brocheta (Pack 4 Ud) Adobado,Carnes/Buey,UD,47.99,1,
Buey Falda Brocheta (Pack 4 Ud) Marinado,Carnes/Buey,UD,38.89,2,
Buey Costilla,Carnes/Buey,KG,43.0,33,
Buey Costilla 21 Días,Carnes/Buey,KG,36.84,45,
Buey Costilla 30 Días,Carnes/Buey,KG,41.32,43,
Buey Costilla Adobado,Carnes/Buey,KG,34.95,51,
